Store Number,Service_Comp_Group,Fiscal_Month,Target
47272521,Services,"May, 2019",5
47272521,Services,"June, 2019",4
47272521,Support,"July, 2018",2
47272521,Support,"August, 2018",3
47272521,Support,"September, 2018",4
47272521,Support,"October, 2018",5
47272521,Support,"November, 2018",5
47272521,Support,"December, 2018",6
47272521,Support,"January, 2019",6
47272521,Support,"February, 2019",6
47272521,Support,"March, 2019",7
47272521,Support,"April, 2019",8
47272521,Support,"May, 2019",9
47272521,Support,"June, 2019",9
47272521,Products,"July, 2018",11
47272521,Products,"August, 2018",15
47272521,Products,"September, 2018",17
47272521,Products,"October, 2018",21
47272521,Products,"November, 2018",23
47272521,Products,"December, 2018",26
47272521,Products,"January, 2019",29
47272521,Products,"February, 2019",29
47272521,Products,"March, 2019",34
47272521,Products,"April, 2019",34
47272521,Products,"May, 2019",39
47272521,Products,"June, 2019",43
47272619,Services,"July, 2018",83
47272619,Services,"August, 2018",74
47272619,Services,"September, 2018",64
47272619,Services,"October, 2018",58
47272619,Services,"November, 2018",50
47272619,Services,"December, 2018",46
47272619,Services,"January, 2019",41
47272619,Services,"February, 2019",33
47272619,Services,"March, 2019",33
47272619,Services,"April, 2019",28
47272619,Services,"May, 2019",26
47272619,Services,"June, 2019",22
47272619,Support,"July, 2018",12
47272619,Support,"August, 2018",16
47272619,Support,"September, 2018",19
47272619,Support,"October, 2018",23
47272619,Support,"November, 2018",25
47272619,Support,"December, 2018",29
47272619,Support,"January, 2019",31
47272619,Support,"February, 2019",32
47272619,Support,"March, 2019",37
47272619,Support,"April, 2019",38
47272619,Support,"May, 2019",43
47272619,Support,"June, 2019",47
47272619,Products,"July, 2018",54
47272619,Products,"August, 2018",74
47272619,Products,"September, 2018",87
47272619,Products,"October, 2018",104
47272619,Products,"November, 2018",115
47272619,Products,"December, 2018",132
47272619,Products,"January, 2019",143
47272619,Products,"February, 2019",146
47272619,Products,"March, 2019",169
47272619,Products,"April, 2019",172
47272619,Products,"May, 2019",195
47272619,Products,"June, 2019",216
47373521,Services,"July, 2018",3784
47373521,Services,"August, 2018",4040
47373521,Services,"September, 2018",4192
47373521,Services,"October, 2018",4655
47373521,Services,"November, 2018",4845
47373521,Services,"December, 2018",5389
47373521,Services,"January, 2019",5803
47373521,Services,"February, 2019",5644
47373521,Services,"March, 2019",6728
47373521,Services,"April, 2019",7012
47373521,Services,"May, 2019",7802
47373521,Services,"June, 2019",8131
47373521,Support,"July, 2018",1087
47373521,Support,"August, 2018",1240
47373521,Support,"September, 2018",1270
47373521,Support,"October, 2018",1438
47373521,Support,"November, 2018",1465
47373521,Support,"December, 2018",1650
47373521,Support,"January, 2019",1720
47373521,Support,"February, 2019",1636
47373521,Support,"March, 2019",1936
47373521,Support,"April, 2019",1896
47373521,Support,"May, 2019",2183
47373521,Support,"June, 2019",2425
47373521,Products,"July, 2018",8371
47373521,Products,"August, 2018",9836
47373521,Products,"September, 2018",10020
47373521,Products,"October, 2018",11434
47373521,Products,"November, 2018",11547
47373521,Products,"December, 2018",13071
47373521,Products,"January, 2019",13439
47373521,Products,"February, 2019",12653
47373521,Products,"March, 2019",14925
47373521,Products,"April, 2019",14201
47373521,Products,"May, 2019",16622
47373521,Products,"June, 2019",18994
47474119,Services,"July, 2018",915
47474119,Services,"August, 2018",977
47474119,Services,"September, 2018",1014
47474119,Services,"October, 2018",1125
47474119,Services,"November, 2018",1172
47474119,Services,"December, 2018",1303
47474119,Services,"January, 2019",1403
47474119,Services,"February, 2019",1365
47474119,Services,"March, 2019",1627
47474119,Services,"April, 2019",1695
47474119,Services,"May, 2019",1886
47474119,Services,"June, 2019",1966
47474119,Support,"July, 2018",1495
47474119,Support,"August, 2018",1706
47474119,Support,"September, 2018",1748
47474119,Support,"October, 2018",1979
47474119,Support,"November, 2018",2016
47474119,Support,"December, 2018",2270
47474119,Support,"January, 2019",2366
47474119,Support,"February, 2019",2250
47474119,Support,"March, 2019",2663
47474119,Support,"April, 2019",2609
47474119,Support,"May, 2019",3004
47474119,Support,"June, 2019",3336
47474119,Products,"July, 2018",6226
47474119,Products,"August, 2018",7176
47474119,Products,"September, 2018",7336
47474119,Products,"October, 2018",8327
47474119,Products,"November, 2018",8460
47474119,Products,"December, 2018",9543
47474119,Products,"January, 2019",9902
47474119,Products,"February, 2019",9385
47474119,Products,"March, 2019",11095
47474119,Products,"April, 2019",10767
47474119,Products,"May, 2019",12463
47474119,Products,"June, 2019",13970
47676145,Services,"July, 2018",13
47676145,Services,"August, 2018",14
47676145,Services,"September, 2018",15
47676145,Services,"October, 2018",16
47676145,Services,"November, 2018",17
47676145,Services,"December, 2018",18
47676145,Services,"January, 2019",19
47676145,Services,"February, 2019",18
47676145,Services,"March, 2019",21
47676145,Services,"April, 2019",21
47676145,Services,"May, 2019",23
47676145,Services,"June, 2019",25
47676145,Support,"July, 2018",6
47676145,Support,"August, 2018",7
47676145,Support,"September, 2018",7
47676145,Support,"October, 2018",7
47676145,Support,"November, 2018",8
47676145,Support,"December, 2018",8
47676145,Support,"January, 2019",9
47676145,Support,"February, 2019",8
47676145,Support,"March, 2019",10
47676145,Support,"April, 2019",9
47676145,Support,"May, 2019",11
47676145,Support,"June, 2019",11
47676145,Products,"July, 2018",38
47676145,Products,"August, 2018",42
47676145,Products,"September, 2018",43
47676145,Products,"October, 2018",47
47676145,Products,"November, 2018",48
47676145,Products,"December, 2018",52
47676145,Products,"January, 2019",54
47676145,Products,"February, 2019",53
47676145,Products,"March, 2019",60
47676145,Products,"April, 2019",60
47676145,Products,"May, 2019",66
47676145,Products,"June, 2019",72
47878124,Services,"July, 2018",297
47878124,Services,"August, 2018",317
47878124,Services,"September, 2018",329
47878124,Services,"October, 2018",365
47878124,Services,"November, 2018",380
47878124,Services,"December, 2018",422
47878124,Services,"January, 2019",455
47878124,Services,"February, 2019",442
47878124,Services,"March, 2019",527
47878124,Services,"April, 2019",550
47878124,Services,"May, 2019",612
47878124,Services,"June, 2019",637
47878124,Support,"July, 2018",416
47878124,Support,"August, 2018",475
47878124,Support,"September, 2018",486
47878124,Support,"October, 2018",550
47878124,Support,"November, 2018",561
47878124,Support,"December, 2018",631
47878124,Support,"January, 2019",658
47878124,Support,"February, 2019",626
47878124,Support,"March, 2019",741
47878124,Support,"April, 2019",725
47878124,Support,"May, 2019",835
47878124,Support,"June, 2019",928
47878124,Products,"July, 2018",3427
47878124,Products,"August, 2018",3934
47878124,Products,"September, 2018",4025
47878124,Products,"October, 2018",4564
47878124,Products,"November, 2018",4642
47878124,Products,"December, 2018",5233
47878124,Products,"January, 2019",5440
47878124,Products,"February, 2019",5163
47878124,Products,"March, 2019",6106
47878124,Products,"April, 2019",5949
47878124,Products,"May, 2019",6871
47878124,Products,"June, 2019",7672
47979520,Services,"July, 2018",1087
47979520,Services,"August, 2018",1176
47979520,Services,"September, 2018",1241
47979520,Services,"October, 2018",1405
47979520,Services,"November, 2018",1492
47979520,Services,"December, 2018",1695
47979520,Services,"January, 2019",1865
47979520,Services,"February, 2019",1854
47979520,Services,"March, 2019",2259
47979520,Services,"April, 2019",2406
47979520,Services,"May, 2019",2737
47979520,Services,"June, 2019",2916
47979520,Support,"July, 2018",133
47979520,Support,"August, 2018",152
47979520,Support,"September, 2018",156
47979520,Support,"October, 2018",176
47979520,Support,"November, 2018",180
47979520,Support,"December, 2018",202
47979520,Support,"January, 2019",211
47979520,Support,"February, 2019",201
47979520,Support,"March, 2019",237
47979520,Support,"April, 2019",233
47979520,Support,"May, 2019",268
47979520,Support,"June, 2019",297
47979520,Products,"July, 2018",3327
47979520,Products,"August, 2018",3864
47979520,Products,"September, 2018",3921
47979520,Products,"October, 2018",4439
47979520,Products,"November, 2018",4461
47979520,Products,"December, 2018",5009
47979520,Products,"January, 2019",5123
47979520,Products,"February, 2019",4791
47979520,Products,"March, 2019",5605
47979520,Products,"April, 2019",5298
47979520,Products,"May, 2019",6133
47979520,Products,"June, 2019",6935
48080124,Services,"July, 2018",2061
48080124,Services,"August, 2018",2255
48080124,Services,"September, 2018",2281
48080124,Services,"October, 2018",2479
48080124,Services,"November, 2018",2453
48080124,Services,"December, 2018",2612
48080124,Services,"January, 2019",2615
48080124,Services,"February, 2019",2478
48080124,Services,"March, 2019",2858
48080124,Services,"April, 2019",2873
48080124,Services,"May, 2019",3230
48080124,Services,"June, 2019",3436
48080124,Support,"July, 2018",1
48080124,Support,"August, 2018",1
48080124,Support,"September, 2018",1
48080124,Support,"October, 2018",1
48080124,Support,"November, 2018",1
48080124,Support,"December, 2018",1
48080124,Support,"January, 2019",1
48080124,Support,"February, 2019",1
48080124,Support,"March, 2019",1
48080124,Support,"April, 2019",1
48080124,Support,"May, 2019",1
48080124,Support,"June, 2019",1
48080124,Products,"July, 2018",342
48080124,Products,"August, 2018",374
48080124,Products,"September, 2018",378
48080124,Products,"October, 2018",411
48080124,Products,"November, 2018",407
48080124,Products,"December, 2018",433
48080124,Products,"January, 2019",434
48080124,Products,"February, 2019",411
48080124,Products,"March, 2019",474
48080124,Products,"April, 2019",477
48080124,Products,"May, 2019",536
48080124,Products,"June, 2019",570
48181521,Services,"July, 2018",17
48181521,Services,"August, 2018",15
48181521,Services,"September, 2018",13
48181521,Services,"October, 2018",12
48181521,Services,"November, 2018",10
48181521,Services,"December, 2018",9
48181521,Services,"January, 2019",8
48181521,Services,"February, 2019",7
48181521,Services,"March, 2019",7
48181521,Services,"April, 2019",6
48181521,Services,"May, 2019",5
48181521,Services,"June, 2019",4
48181521,Support,"July, 2018",2
48181521,Support,"August, 2018",3
48181521,Support,"September, 2018",4
48181521,Support,"October, 2018",5
48181521,Support,"November, 2018",5
48181521,Support,"December, 2018",6
48181521,Support,"January, 2019",6
48181521,Support,"February, 2019",6
48181521,Support,"March, 2019",7
48181521,Support,"April, 2019",8
48181521,Support,"May, 2019",9
48181521,Support,"June, 2019",9
48181521,Products,"July, 2018",11
48181521,Products,"August, 2018",15
48181521,Products,"September, 2018",17
48181521,Products,"October, 2018",21
48181521,Products,"November, 2018",23
48181521,Products,"December, 2018",26
48181521,Products,"January, 2019",29
48181521,Products,"February, 2019",29
48181521,Products,"March, 2019",34
48181521,Products,"April, 2019",34
48181521,Products,"May, 2019",39
48181521,Products,"June, 2019",43
48585111,Services,"July, 2018",448
48585111,Services,"August, 2018",491
48585111,Services,"September, 2018",499
48585111,Services,"October, 2018",558
48585111,Services,"November, 2018",546
48585111,Services,"December, 2018",587
48585111,Services,"January, 2019",596
48585111,Services,"February, 2019",558
48585111,Services,"March, 2019",655
48585111,Services,"April, 2019",656
48585111,Services,"May, 2019",734
48585111,Services,"June, 2019",786
48585111,Support,"July, 2018",0
48585111,Support,"August, 2018",0
48585111,Support,"September, 2018",0
48585111,Support,"October, 2018",0
48585111,Support,"November, 2018",0
48585111,Support,"December, 2018",0
48585111,Support,"January, 2019",0
48585111,Support,"February, 2019",0
48585111,Support,"March, 2019",0
48585111,Support,"April, 2019",0
48585111,Support,"May, 2019",0
48585111,Support,"June, 2019",0
48585111,Products,"July, 2018",74
48585111,Products,"August, 2018",81
48585111,Products,"September, 2018",83
48585111,Products,"October, 2018",93
48585111,Products,"November, 2018",91
48585111,Products,"December, 2018",97
48585111,Products,"January, 2019",99
48585111,Products,"February, 2019",93
48585111,Products,"March, 2019",109
48585111,Products,"April, 2019",109
48585111,Products,"May, 2019",122
48585111,Products,"June, 2019",130
48787522,Services,"July, 2018",87
48787522,Services,"August, 2018",77
48787522,Services,"September, 2018",66
48787522,Services,"October, 2018",61
48787522,Services,"November, 2018",52
48787522,Services,"December, 2018",48
48787522,Services,"January, 2019",43
48787522,Services,"February, 2019",34
48787522,Services,"March, 2019",34
48787522,Services,"April, 2019",29
48787522,Services,"May, 2019",27
48787522,Services,"June, 2019",23
48787522,Support,"July, 2018",12
48787522,Support,"August, 2018",17
48787522,Support,"September, 2018",20
48787522,Support,"October, 2018",24
48787522,Support,"November, 2018",26
48787522,Support,"December, 2018",30
48787522,Support,"January, 2019",33
48787522,Support,"February, 2019",33
48787522,Support,"March, 2019",38
48787522,Support,"April, 2019",39
48787522,Support,"May, 2019",44
48787522,Support,"June, 2019",49
48787522,Products,"July, 2018",56
48787522,Products,"August, 2018",77
48787522,Products,"September, 2018",90
48787522,Products,"October, 2018",108
48787522,Products,"November, 2018",119
48787522,Products,"December, 2018",138
48787522,Products,"January, 2019",149
48787522,Products,"February, 2019",152
48787522,Products,"March, 2019",175
48787522,Products,"April, 2019",178
48787522,Products,"May, 2019",202
48787522,Products,"June, 2019",225
48787954,Services,"July, 2018",1425
48787954,Services,"August, 2018",1541
48787954,Services,"September, 2018",1626
48787954,Services,"October, 2018",1841
48787954,Services,"November, 2018",1955
48787954,Services,"December, 2018",2221
48787954,Services,"January, 2019",2444
48787954,Services,"February, 2019",2429
48787954,Services,"March, 2019",2960
48787954,Services,"April, 2019",3153
48787954,Services,"May, 2019",3586
48787954,Services,"June, 2019",3821
48787954,Support,"July, 2018",2253
48787954,Support,"August, 2018",2573
48787954,Support,"September, 2018",2635
48787954,Support,"October, 2018",2983
48787954,Support,"November, 2018",3039
48787954,Support,"December, 2018",3422
48787954,Support,"January, 2019",3567
48787954,Support,"February, 2019",3392
48787954,Support,"March, 2019",4014
48787954,Support,"April, 2019",3932
48787954,Support,"May, 2019",4528
48787954,Support,"June, 2019",5028
48787954,Products,"July, 2018",13963
48787954,Products,"August, 2018",16026
48787954,Products,"September, 2018",16365
48787954,Products,"October, 2018",18527
48787954,Products,"November, 2018",18796
48787954,Products,"December, 2018",21148
48787954,Products,"January, 2019",21915
48787954,Products,"February, 2019",20733
48787954,Products,"March, 2019",24452
48787954,Products,"April, 2019",23700
48787954,Products,"May, 2019",27332
48787954,Products,"June, 2019",30516
49696521,Services,"July, 2018",1371
49696521,Services,"August, 2018",1464
49696521,Services,"September, 2018",1519
49696521,Services,"October, 2018",1687
49696521,Services,"November, 2018",1756
49696521,Services,"December, 2018",1953
49696521,Services,"January, 2019",2103
49696521,Services,"February, 2019",2045
49696521,Services,"March, 2019",2438
49696521,Services,"April, 2019",2541
49696521,Services,"May, 2019",2827
49696521,Services,"June, 2019",2946
49696521,Support,"July, 2018",298
49696521,Support,"August, 2018",340
49696521,Support,"September, 2018",348
49696521,Support,"October, 2018",394
49696521,Support,"November, 2018",402
49696521,Support,"December, 2018",452
49696521,Support,"January, 2019",471
49696521,Support,"February, 2019",448
49696521,Support,"March, 2019",531
49696521,Support,"April, 2019",520
49696521,Support,"May, 2019",598
49696521,Support,"June, 2019",665
49696521,Products,"July, 2018",8052
49696521,Products,"August, 2018",9294
49696521,Products,"September, 2018",9499
49696521,Products,"October, 2018",10786
49696521,Products,"November, 2018",10953
49696521,Products,"December, 2018",12358
49696521,Products,"January, 2019",12814
49696521,Products,"February, 2019",12140
49696521,Products,"March, 2019",14349
49696521,Products,"April, 2019",13904
49696521,Products,"May, 2019",16107
49696521,Products,"June, 2019",18082
49797521,Services,"July, 2018",2323
49797521,Services,"August, 2018",2480
49797521,Services,"September, 2018",2573
49797521,Services,"October, 2018",2857
49797521,Services,"November, 2018",2974
49797521,Services,"December, 2018",3308
49797521,Services,"January, 2019",3562
49797521,Services,"February, 2019",3464
49797521,Services,"March, 2019",4130
49797521,Services,"April, 2019",4304
49797521,Services,"May, 2019",4789
49797521,Services,"June, 2019",4991
49797521,Support,"July, 2018",1225
49797521,Support,"August, 2018",1398
49797521,Support,"September, 2018",1432
49797521,Support,"October, 2018",1621
49797521,Support,"November, 2018",1652
49797521,Support,"December, 2018",1860
49797521,Support,"January, 2019",1939
49797521,Support,"February, 2019",1844
49797521,Support,"March, 2019",2182
49797521,Support,"April, 2019",2137
49797521,Support,"May, 2019",2461
49797521,Support,"June, 2019",2733
49797521,Products,"July, 2018",6635
49797521,Products,"August, 2018",7747
49797521,Products,"September, 2018",7900
49797521,Products,"October, 2018",9000
49797521,Products,"November, 2018",9107
49797521,Products,"December, 2018",10296
49797521,Products,"January, 2019",10619
49797521,Products,"February, 2019",10020
49797521,Products,"March, 2019",11828
49797521,Products,"April, 2019",11329
49797521,Products,"May, 2019",13210
49797521,Products,"June, 2019",14999
49898165,Services,"July, 2018",609
49898165,Services,"August, 2018",658
49898165,Services,"September, 2018",695
49898165,Services,"October, 2018",786
49898165,Services,"November, 2018",835
49898165,Services,"December, 2018",949
49898165,Services,"January, 2019",1044
49898165,Services,"February, 2019",1038
49898165,Services,"March, 2019",1264
49898165,Services,"April, 2019",1347
49898165,Services,"May, 2019",1532
49898165,Services,"June, 2019",1632
49898165,Support,"July, 2018",468
49898165,Support,"August, 2018",534
49898165,Support,"September, 2018",547
49898165,Support,"October, 2018",619
49898165,Support,"November, 2018",631
49898165,Support,"December, 2018",711
49898165,Support,"January, 2019",741
49898165,Support,"February, 2019",704
49898165,Support,"March, 2019",834
49898165,Support,"April, 2019",817
49898165,Support,"May, 2019",940
49898165,Support,"June, 2019",1044
49898165,Products,"July, 2018",1223
49898165,Products,"August, 2018",1433
49898165,Products,"September, 2018",1447
49898165,Products,"October, 2018",1639
49898165,Products,"November, 2018",1635
49898165,Products,"December, 2018",1833
49898165,Products,"January, 2019",1856
49898165,Products,"February, 2019",1720
49898165,Products,"March, 2019",1999
49898165,Products,"April, 2019",1850
49898165,Products,"May, 2019",2149
49898165,Products,"June, 2019",2456
50101975,Services,"July, 2018",42
50101975,Services,"August, 2018",46
50101975,Services,"September, 2018",47
50101975,Services,"October, 2018",53
50101975,Services,"November, 2018",51
50101975,Services,"December, 2018",55
50101975,Services,"January, 2019",56
50101975,Services,"February, 2019",53
50101975,Services,"March, 2019",62
50101975,Services,"April, 2019",62
50101975,Services,"May, 2019",69
50101975,Services,"June, 2019",74
50101975,Support,"July, 2018",0
50101975,Support,"August, 2018",0
50101975,Support,"September, 2018",0
50101975,Support,"October, 2018",0
50101975,Support,"November, 2018",0
50101975,Support,"December, 2018",0
50101975,Support,"January, 2019",0
50101975,Support,"February, 2019",0
50101975,Support,"March, 2019",0
50101975,Support,"April, 2019",0
50101975,Support,"May, 2019",0
50101975,Support,"June, 2019",0
50101975,Products,"July, 2018",7
50101975,Products,"August, 2018",8
50101975,Products,"September, 2018",8
50101975,Products,"October, 2018",9
50101975,Products,"November, 2018",9
50101975,Products,"December, 2018",9
50101975,Products,"January, 2019",9
50101975,Products,"February, 2019",9
50101975,Products,"March, 2019",10
50101975,Products,"April, 2019",10
50101975,Products,"May, 2019",11
50101975,Products,"June, 2019",12
50303109,Services,"July, 2018",74
50303109,Services,"August, 2018",79
50303109,Services,"September, 2018",82
50303109,Services,"October, 2018",91
50303109,Services,"November, 2018",95
50303109,Services,"December, 2018",106
50303109,Services,"January, 2019",114
50303109,Services,"February, 2019",111
50303109,Services,"March, 2019",132
50303109,Services,"April, 2019",137
50303109,Services,"May, 2019",153
50303109,Services,"June, 2019",159
50303109,Support,"July, 2018",298
50303109,Support,"August, 2018",340
50303109,Support,"September, 2018",348
50303109,Support,"October, 2018",394
50303109,Support,"November, 2018",402
50303109,Support,"December, 2018",452
50303109,Support,"January, 2019",471
50303109,Support,"February, 2019",448
50303109,Support,"March, 2019",531
50303109,Support,"April, 2019",520
50303109,Support,"May, 2019",598
50303109,Support,"June, 2019",665
50303109,Products,"July, 2018",718
50303109,Products,"August, 2018",826
50303109,Products,"September, 2018",844
50303109,Products,"October, 2018",958
50303109,Products,"November, 2018",974
50303109,Products,"December, 2018",1098
50303109,Products,"January, 2019",1141
50303109,Products,"February, 2019",1082
50303109,Products,"March, 2019",1280
50303109,Products,"April, 2019",1246
50303109,Products,"May, 2019",1439
50303109,Products,"June, 2019",1609
50909134,Services,"July, 2018",30395
50909134,Services,"August, 2018",32870
50909134,Services,"September, 2018",34695
50909134,Services,"October, 2018",15282
50909134,Services,"November, 2018",15282
50909134,Services,"December, 2018",15282
50909134,Services,"January, 2019",53554
50909134,Services,"February, 2019",57734
50909134,Services,"March, 2019",74832
50909134,Services,"April, 2019",80398
50909134,Services,"May, 2019",100612
50909134,Services,"June, 2019",107865
50909134,Support,"July, 2018",4965
50909134,Support,"August, 2018",5668
50909134,Support,"September, 2018",5805
50909134,Support,"October, 2018",1925
50909134,Support,"November, 2018",1925
50909134,Support,"December, 2018",1925
50909134,Support,"January, 2019",8072
50909134,Support,"February, 2019",8588
50909134,Support,"March, 2019",10998
50909134,Support,"April, 2019",11659
50909134,Support,"May, 2019",14407
50909134,Support,"June, 2019",15205
50909134,Products,"July, 2018",8463
50909134,Products,"August, 2018",11492
50909134,Products,"September, 2018",10739
50909134,Products,"October, 2018",-218
50909134,Products,"November, 2018",-218
50909134,Products,"December, 2018",-218
50909134,Products,"January, 2019",9624
50909134,Products,"February, 2019",9480
50909134,Products,"March, 2019",11248
50909134,Products,"April, 2019",10859
50909134,Products,"May, 2019",12151
50909134,Products,"June, 2019",11144
51515521,Services,"July, 2018",297
51515521,Services,"August, 2018",317
51515521,Services,"September, 2018",329
51515521,Services,"October, 2018",365
51515521,Services,"November, 2018",380
51515521,Services,"December, 2018",422
51515521,Services,"January, 2019",455
51515521,Services,"February, 2019",442
51515521,Services,"March, 2019",527
51515521,Services,"April, 2019",550
51515521,Services,"May, 2019",612
51515521,Services,"June, 2019",637
51515521,Support,"July, 2018",298
51515521,Support,"August, 2018",340
51515521,Support,"September, 2018",348
51515521,Support,"October, 2018",394
51515521,Support,"November, 2018",402
51515521,Support,"December, 2018",452
51515521,Support,"January, 2019",471
51515521,Support,"February, 2019",448
51515521,Support,"March, 2019",531
51515521,Support,"April, 2019",520
51515521,Support,"May, 2019",598
51515521,Support,"June, 2019",665
51515521,Products,"July, 2018",4944
51515521,Products,"August, 2018",5666
51515521,Products,"September, 2018",5799
51515521,Products,"October, 2018",6572
51515521,Products,"November, 2018",6688
51515521,Products,"December, 2018",7537
51515521,Products,"January, 2019",7841
51515521,Products,"February, 2019",7446
51515521,Products,"March, 2019",8809
51515521,Products,"April, 2019",8596
51515521,Products,"May, 2019",9919
51515521,Products,"June, 2019",11057
51717109,Services,"July, 2018",297
51717109,Services,"August, 2018",317
51717109,Services,"September, 2018",329
51717109,Services,"October, 2018",365
51717109,Services,"November, 2018",380
51717109,Services,"December, 2018",422
51717109,Services,"January, 2019",455
51717109,Services,"February, 2019",442
51717109,Services,"March, 2019",527
51717109,Services,"April, 2019",550
51717109,Services,"May, 2019",612
51717109,Services,"June, 2019",637
51717109,Support,"July, 2018",298
51717109,Support,"August, 2018",340
51717109,Support,"September, 2018",348
51717109,Support,"October, 2018",394
51717109,Support,"November, 2018",402
51717109,Support,"December, 2018",452
51717109,Support,"January, 2019",471
51717109,Support,"February, 2019",448
51717109,Support,"March, 2019",531
51717109,Support,"April, 2019",520
51717109,Support,"May, 2019",598
51717109,Support,"June, 2019",665
51717109,Products,"July, 2018",1476
51717109,Products,"August, 2018",1707
51717109,Products,"September, 2018",1744
51717109,Products,"October, 2018",1982
51717109,Products,"November, 2018",2011
51717109,Products,"December, 2018",2270
51717109,Products,"January, 2019",2352
51717109,Products,"February, 2019",2226
51717109,Products,"March, 2019",2631
51717109,Products,"April, 2019",2544
51717109,Products,"May, 2019",2951
51717109,Products,"June, 2019",3319
52121521,Services,"July, 2018",297
52121521,Services,"August, 2018",317
52121521,Services,"September, 2018",329
52121521,Services,"October, 2018",365
52121521,Services,"November, 2018",380
52121521,Services,"December, 2018",422
52121521,Services,"January, 2019",455
52121521,Services,"February, 2019",442
52121521,Services,"March, 2019",527
52121521,Services,"April, 2019",550
52121521,Services,"May, 2019",612
52121521,Services,"June, 2019",637
52121521,Support,"July, 2018",298
52121521,Support,"August, 2018",340
52121521,Support,"September, 2018",348
52121521,Support,"October, 2018",394
52121521,Support,"November, 2018",402
52121521,Support,"December, 2018",452
52121521,Support,"January, 2019",471
52121521,Support,"February, 2019",448
52121521,Support,"March, 2019",531
52121521,Support,"April, 2019",520
52121521,Support,"May, 2019",598
52121521,Support,"June, 2019",665
52121521,Products,"July, 2018",-155
52121521,Products,"August, 2018",-156
52121521,Products,"September, 2018",-164
52121521,Products,"October, 2018",-178
52121521,Products,"November, 2018",-189
52121521,Products,"December, 2018",-208
52121521,Products,"January, 2019",-231
52121521,Products,"February, 2019",-230
52121521,Products,"March, 2019",-276
52121521,Products,"April, 2019",-303
52121521,Products,"May, 2019",-328
52121521,Products,"June, 2019",-322
52222144,Services,"July, 2018",265
52222144,Services,"August, 2018",292
52222144,Services,"September, 2018",300
52222144,Services,"October, 2018",329
52222144,Services,"November, 2018",337
52222144,Services,"December, 2018",369
52222144,Services,"January, 2019",383
52222144,Services,"February, 2019",375
52222144,Services,"March, 2019",423
52222144,Services,"April, 2019",421
52222144,Services,"May, 2019",467
52222144,Services,"June, 2019",507
52222144,Support,"July, 2018",122
52222144,Support,"August, 2018",134
52222144,Support,"September, 2018",138
52222144,Support,"October, 2018",151
52222144,Support,"November, 2018",155
52222144,Support,"December, 2018",169
52222144,Support,"January, 2019",176
52222144,Support,"February, 2019",172
52222144,Support,"March, 2019",194
52222144,Support,"April, 2019",193
52222144,Support,"May, 2019",214
52222144,Support,"June, 2019",233
52222144,Products,"July, 2018",769
52222144,Products,"August, 2018",847
52222144,Products,"September, 2018",871
52222144,Products,"October, 2018",955
52222144,Products,"November, 2018",978
52222144,Products,"December, 2018",1069
52222144,Products,"January, 2019",1110
52222144,Products,"February, 2019",1086
52222144,Products,"March, 2019",1226
52222144,Products,"April, 2019",1221
52222144,Products,"May, 2019",1355
52222144,Products,"June, 2019",1470
52626521,Services,"July, 2018",1231
52626521,Services,"August, 2018",1092
52626521,Services,"September, 2018",939
52626521,Services,"October, 2018",863
52626521,Services,"November, 2018",742
52626521,Services,"December, 2018",682
52626521,Services,"January, 2019",607
52626521,Services,"February, 2019",488
52626521,Services,"March, 2019",480
52626521,Services,"April, 2019",414
52626521,Services,"May, 2019",380
52626521,Services,"June, 2019",327
52626521,Support,"July, 2018",175
52626521,Support,"August, 2018",240
52626521,Support,"September, 2018",281
52626521,Support,"October, 2018",337
52626521,Support,"November, 2018",371
52626521,Support,"December, 2018",429
52626521,Support,"January, 2019",464
52626521,Support,"February, 2019",473
52626521,Support,"March, 2019",546
52626521,Support,"April, 2019",555
52626521,Support,"May, 2019",631
52626521,Support,"June, 2019",699
52626521,Products,"July, 2018",799
52626521,Products,"August, 2018",1095
52626521,Products,"September, 2018",1278
52626521,Products,"October, 2018",1537
52626521,Products,"November, 2018",1690
52626521,Products,"December, 2018",1952
52626521,Products,"January, 2019",2112
52626521,Products,"February, 2019",2153
52626521,Products,"March, 2019",2487
52626521,Products,"April, 2019",2531
52626521,Products,"May, 2019",2873
52626521,Products,"June, 2019",3186
53333521,Services,"July, 2018",17
53333521,Services,"August, 2018",15
53333521,Services,"September, 2018",13
53333521,Services,"October, 2018",12
53333521,Services,"November, 2018",10
53333521,Services,"December, 2018",9
53333521,Services,"January, 2019",8
53333521,Services,"February, 2019",7
53333521,Services,"March, 2019",7
53333521,Services,"April, 2019",6
53333521,Services,"May, 2019",5
53333521,Services,"June, 2019",4
53333521,Support,"July, 2018",2
53333521,Support,"August, 2018",3
53333521,Support,"September, 2018",4
53333521,Support,"October, 2018",5
53333521,Support,"November, 2018",5
53333521,Support,"December, 2018",6
53333521,Support,"January, 2019",6
53333521,Support,"February, 2019",6
53333521,Support,"March, 2019",7
53333521,Support,"April, 2019",8
53333521,Support,"May, 2019",9
53333521,Support,"June, 2019",9
53333521,Products,"July, 2018",11
53333521,Products,"August, 2018",15
53333521,Products,"September, 2018",17
53333521,Products,"October, 2018",21
53333521,Products,"November, 2018",23
53333521,Products,"December, 2018",26
53333521,Products,"January, 2019",29
53333521,Products,"February, 2019",29
53333521,Products,"March, 2019",34
53333521,Products,"April, 2019",34
